DocType: Email Account,Email Account Name,
apps/frappe/frappe/email/smtp.py +143,Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,
DocType: Email Alert,Email Alert,
DocType: Email Alert Recipient,Email Alert Recipient,
DocType: Email Alert Recipient,Email By Document Field,
DocType: System Settings,Email Footer Address,
DocType: Email Account,Email Id,
DocType: Email Account,Email Ids,
DocType: Blog Post,Email Sent,
DocType: Email Account,Email Server,
DocType: User,Email Settings,
DocType: User,Email Signature,
DocType: Email Unsubscribe,Email Unsubscribe,
apps/frappe/frappe/templates/pages/login.html +35,Email address,
apps/frappe/frappe/public/js/frappe/views/communication.js +384,Email not sent to {0} (unsubscribed / disabled),
apps/frappe/frappe/utils/oauth.py +171,Email not verified with {1},
apps/frappe/frappe/email/smtp.py +20,Emails are muted,
apps/frappe/frappe/config/website.py +33,Embed image slideshows in website pages.,
DocType: Email Account,Enable Auto Reply,
DocType: Web Page,Enable Comments,
DocType: Email Account,Enable Incoming,
DocType: Email Account,Enable Outgoing,
apps/frappe/frappe/core/doctype/report/report.js +37,Enable Report,
DocType: System Settings,Enable Scheduled Jobs,
DocType: User,Enabled,
DocType: Event,Ends on,
apps/frappe/frappe/public/js/frappe/views/communication.js +342,Enter Email Recipient(s),
DocType: Customize Form,Enter Form Type,
apps/frappe/frappe/public/js/frappe/ui/messages.js +59,Enter Value,
apps/frappe/frappe/core/doctype/doctype/doctype.py +457,Enter at least one permission row,
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",
apps/frappe/frappe/core/doctype/file/file_list.js +78,Enter folder name,
apps/frappe/frappe/config/setup.py +199,"Enter keys to enable login via Facebook, Google, GitHub.",
apps/frappe/frappe/public/js/frappe/form/save.js +84,Enter the name of the new {0},
apps/frappe/frappe/public/js/frappe/ui/messages.js +163,Enter your password,
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +6,Equals,
DocType: Scheduler Log,Error,
apps/frappe/frappe/public/html/error_snapshot.html +32,Error Report,
DocType: Error Snapshot,Error Snapshot,
apps/frappe/frappe/model/document.py +441,Error: Document has been modified after you have opened it,
apps/frappe/frappe/templates/base.html +137,Error: Not a valid id?,
apps/frappe/frappe/config/core.py +47,Errors in Background Events,
DocType: Event,Event,
DocType: Event Role,Event Role,
DocType: Event,Event Type,
apps/frappe/frappe/config/desk.py +21,Event and other calendars.,
apps/frappe/frappe/desk/doctype/event/event.py +20,Event end must be after start,
apps/frappe/frappe/desk/doctype/event/event.py +59,Events In Today's Calendar,
DocType: Event,Every Day,
DocType: Event,Every Month,
DocType: Event,Every Week,
DocType: Event,Every Year,
apps/frappe/frappe/desk/doctype/event/event.py +28,Every day events should finish on the same day.,
DocType: DocShare,Everyone,
DocType: Note,Everyone can read,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +176,Example,
apps/frappe/frappe/core/doctype/report/report.js +11,Example:,
DocType: Error Snapshot,Exception,
DocType: Error Snapshot,Exception Type,
apps/frappe/frappe/public/js/frappe/ui/tree.js +122,Expand,
DocType: Bulk Email,Expired,
DocType: DocPerm,Export,
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +3,Export Template,
apps/frappe/frappe/public/js/frappe/misc/tools.js +8,Export not allowed. You need {0} role to export.,
apps/frappe/frappe/website/doctype/website_settings/website_settings.js +17,Exported,
DocType: Email Alert Recipient,"Expression, Optional",
DocType: Social Login Keys,Facebook,
DocType: Social Login Keys,Facebook Client ID,
DocType: Social Login Keys,Facebook Client Secret,
DocType: Website Settings,Facebook Share,
DocType: User,Facebook User ID,
DocType: User,Facebook Username,
DocType: Website Settings,FavIcon,
apps/frappe/frappe/desk/page/applications/applications.js +129,Featured,
apps/frappe/frappe/desk/page/activity/activity.js +203,Feb,
DocType: User,Female,
apps/frappe/frappe/core/doctype/doctype/doctype.py +347,Field '{0}' cannot be set as Unique as it has non-unique values,
DocType: Custom Field,Field Description,
DocType: Property Setter,Field Name,
DocType: Custom Field,Field Type,
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",
apps/frappe/frappe/core/doctype/doctype/doctype.py +294,Field {0} in row {1} cannot be hidden and mandatory without default,
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +208,Field {0} is not selectable.,
apps/frappe/frappe/core/doctype/doctype/doctype.py +276,Field {0} of type {1} cannot be mandatory,
DocType: Custom Field,Fieldname,
apps/frappe/frappe/core/doctype/doctype/doctype.py +422,Fieldname is required in row {0},
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +32,Fieldname not set for Custom Field,
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +58,Fieldname which will be the DocType for this link field.,
apps/frappe/frappe/core/doctype/doctype/doctype.py +272,Fieldname {0} appears multiple times in rows {1},
apps/frappe/frappe/model/db_schema.py +539,Fieldname {0} cannot have special characters like {1},
DocType: DocType,Fields,
DocType: Customize Form,"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box",
DocType: Web Form Field,Fieldtype,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +269,Fieldtype cannot be changed from {0} to {1} in row {2},
apps/frappe/frappe/core/doctype/doctype/doctype.py +350,Fieldtype {0} for {1} cannot be indexed,
apps/frappe/frappe/core/doctype/doctype/doctype.py +328,Fieldtype {0} for {1} cannot be unique,
DocType: File,File,
apps/frappe/frappe/core/doctype/file/file.py +327,File '{0}' not found,
apps/frappe/frappe/config/desktop.py +19,File Manager,
DocType: File,File Name,
DocType: File,File Size,
DocType: File,File URL,
apps/frappe/frappe/utils/csvutils.py +25,File not attached,
apps/frappe/frappe/public/js/frappe/request.js +95,File size exceeded the maximum allowed size of {0} MB,
apps/frappe/frappe/core/doctype/file/file.py +119,File {0} does not exist,
DocType: User,Fill Screen,
DocType: DocPerm,Filter records based on User Permissions defined for a user,
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_sidebar.html +3,Filter...,
apps/frappe/frappe/templates/pages/list.py +47,"Filtered by ""{0}""",
DocType: Email Alert,Filters,
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +172,Find {0} in {1},
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +11,First Level,
DocType: User,First Name,
apps/frappe/frappe/core/page/data_import_tool/exporter.py +62,First data column must be blank.,
DocType: DocField,Float,
DocType: System Settings,Float Precision,
DocType: DocField,Fold,
apps/frappe/frappe/core/doctype/doctype/doctype.py +364,Fold can not be at the end of the form,
apps/frappe/frappe/core/doctype/doctype/doctype.py +362,Fold must come before a Section Break,
DocType: File,Folder,
apps/frappe/frappe/core/doctype/file/file.py +108,Folder is mandatory,
apps/frappe/frappe/core/doctype/file/file.py +249,Folder {0} does not exist,
apps/frappe/frappe/core/doctype/file/file.py +197,Folder {0} is not empty,
DocType: Print Format,Font,
DocType: Print Settings,Font Size,
DocType: Email Account,Footer,
DocType: Website Theme,Footer Color,
DocType: Website Settings,Footer Items,
DocType: Website Theme,Footer Text Color,
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.",
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +48,"For comparative filters, start with",
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +19,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +579,"For example: If you want to include the document ID, use {0}",
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +49,For ranges,
DocType: Top Bar Item,For top bar,
apps/frappe/frappe/core/page/data_import_tool/exporter.py +66,"For updating, you can update only selective columns.",
apps/frappe/frappe/core/doctype/doctype/doctype.py +465,For {0} at level {1} in {2} in row {3},
apps/frappe/frappe/templates/pages/login.html +50,Forgot Password?,
apps/frappe/frappe/public/js/frappe/ui/page.js +4,Form,
DocType: Print Format,Format Data,
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +39,Forums,
DocType: Contact Us Settings,Forward To Email Address,
DocType: Currency,Fraction,
DocType: Currency,Fraction Units,
DocType: Error Snapshot,Frames,
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js +4,Frappe Framework,
DocType: Event,Friday,
DocType: Error Snapshot,Friendly Title,
DocType: Communication,From,
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +305,From Date must be before To Date,
DocType: Communication,From Full Name,
DocType: About Us Team Member,Full Name,
apps/frappe/frappe/public/js/frappe/form/print_layout.html +20,Full Page,
DocType: Email Account,GMail,
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +8,Gantt,
apps/frappe/frappe/public/js/frappe/views/ganttview.js +45,Gantt Chart,
DocType: User,Gender,
DocType: Country,Geo,
apps/frappe/frappe/public/js/frappe/model/create_new.js +280,Get,
apps/frappe/frappe/public/js/frappe/model/create_new.js +269,Get From ,
DocType: User,Get your globally recognized avatar from Gravatar.com,
DocType: Social Login Keys,GitHub,
DocType: Social Login Keys,GitHub Client ID,
DocType: Social Login Keys,GitHub Client Secret,
DocType: User,Github User ID,
DocType: User,Github Username,
DocType: Email Unsubscribe,Global Unsubscribe,
DocType: Web Form,Go to this url after completing the form.,
DocType: Social Login Keys,Google,
DocType: Website Settings,Google Analytics ID,
DocType: Social Login Keys,Google Client ID,
DocType: Social Login Keys,Google Client Secret,
DocType: Website Theme,Google Font (Heading),
DocType: Website Theme,Google Font (Text),
DocType: Website Settings,Google Plus One,
DocType: User,Google User ID,
DocType: Event,Groups,
apps/frappe/frappe/config/core.py +17,Groups of DocTypes,
DocType: Communication,Guest,
DocType: Web Page,HTML for header section. Optional,
apps/frappe/frappe/templates/pages/login.html +63,Have an account? Login,
DocType: Web Page,Header,
DocType: DocField,Heading,
DocType: Website Theme,Heading Style,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +142,Help,
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +16,Help for User Permissions,
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +88,Help on Search,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +146,Help: Field Properties,
DocType: Note,"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")",
DocType: Print Format,Helvetica,
DocType: DocField,Hidden,
DocType: DocType,Hide Actions,
DocType: DocType,Hide Copy,
DocType: Website Settings,Hide Footer Signup,
DocType: DocType,Hide Heading,
DocType: Website Theme,Hide Sidebar,
DocType: DocType,Hide Toolbar,
apps/frappe/frappe/public/js/frappe/form/layout.js +93,Hide details,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +197,Hide field in Report Builder,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +193,Hide field in Standard Print Format,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +189,Hide field in form,
DocType: ToDo,High,
DocType: Company History,Highlight,
apps/frappe/frappe/core/doctype/file/file_list.js +164,Home,
DocType: Website Settings,Home Page,
DocType: Website Settings,Home Page is Products,
apps/frappe/frappe/core/doctype/file/test_file.py +43,Home/Test Folder 1,
apps/frappe/frappe/core/doctype/file/test_file.py +74,Home/Test Folder 1/Test Folder 3,
apps/frappe/frappe/core/doctype/file/test_file.py +57,Home/Test Folder 2,
apps/frappe/frappe/public/js/frappe/ui/editor.html +69,Horizontal Line Break,
DocType: Currency,"How should this currency be formatted? If not set, will use system defaults",
DocType: Property Setter,ID (name) of the entity whose property is to be set,
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +373,ID field is required to edit values using Report. Please select the ID field using the Column Picker,
DocType: DocType,Icon,
DocType: Workflow State,Icon will appear on the button,
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,If Document Type,
apps/frappe/frappe/core/doctype/doctype/doctype.py +481,If Owner,
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.",
DocType: Workflow,"If checked, all other workflows become inactive.",
DocType: Website Settings,"If checked, the Home page will be the default Item Group for the website.",
DocType: Website Theme,"If image is selected, color will be ignored.",
DocType: Email Account,If non standard port (e.g. 587),
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +38,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.",
DocType: DocPerm,If user is the owner,
apps/frappe/frappe/core/page/data_import_tool/exporter.py +70,"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.",
apps/frappe/frappe/core/page/data_import_tool/exporter.py +64,"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",
apps/frappe/frappe/core/page/data_import_tool/exporter.py +63,"If you are uploading new records, leave the ""name"" (ID) column blank.",
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.",
apps/frappe/frappe/core/doctype/user/user.py +545,"If you think this is unauthorized, please change the Administrator password.",
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +421,If {0} is permitted,
DocType: DocField,Ignore User Permissions,
DocType: System Settings,Ignore User Permissions If Missing,
DocType: Email Account,Ignore attachments over this size,
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +59,Ignore encoding errors.,
apps/frappe/frappe/model/rename_doc.py +350,Ignored: {0} to {1},
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +858,"Ignoring Item {0}, because a group exists with the same name!",
DocType: DocField,Image,
DocType: About Us Team Member,Image Link,
DocType: DocPerm,Import,
apps/frappe/frappe/config/setup.py +95,Import / Export Data,
apps/frappe/frappe/config/setup.py +97,Import / Export Data from .csv files.,
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +160,Import Failed,
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +81,"Import Request Queued. This may take a few moments, please be patient.",
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +108,Import Successful!,
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +87,Importing,
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +86,Importing...,
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +8,In,
DocType: DocType,In Dialog,
DocType: DocField,In Filter,
DocType: System Settings,In Hours,
DocType: Web Form,"In JSON as [{""title"":""Jobs"", ""name"":""jobs""}]",
DocType: DocField,In List View,
DocType: Communication,In Reply To,
DocType: Custom Field,In Report Filter,
DocType: Print Settings,In points. Default is 9.,
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +18,Inbox,
apps/frappe/frappe/model/document.py +752,Incorrect value in row {0}: {1} must be {2} {3},
apps/frappe/frappe/model/document.py +754,Incorrect value: {0} must be {1} {2},
apps/frappe/frappe/public/js/frappe/ui/editor.html +65,Indent (Tab),
DocType: DocField,Index,
DocType: Communication,Info,
apps/frappe/frappe/core/page/data_import_tool/exporter.py +231,Info:,
apps/frappe/frappe/public/js/frappe/ui/editor.js +446,Insert,
apps/frappe/frappe/public/js/frappe/form/grid_form.html +10,Insert Above,
DocType: Custom Field,Insert After,
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +112,Insert After cannot be set as {0},
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +108,"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist",
apps/frappe/frappe/public/js/frappe/form/grid_form.html +26,Insert Below,
DocType: Web Page,Insert Code,
apps/frappe/frappe/public/js/frappe/ui/editor.html +49,Insert Link,
DocType: Web Page,Insert Style,
apps/frappe/frappe/public/js/frappe/ui/editor.html +46,Insert picture (or just drag & drop),
apps/frappe/frappe/desk/page/applications/application_row.html +16,Install,
apps/frappe/frappe/config/setup.py +193,Install Applications.,
apps/frappe/frappe/desk/page/applications/applications.js +160,Install {0}?,
apps/frappe/frappe/desk/page/applications/application_row.html +11,Installed,
apps/frappe/frappe/desk/page/applications/applications.js +95,Installed Apps,
apps/frappe/frappe/desk/page/applications/applications.py +76,Installing App {0},
DocType: DocField,Int,
DocType: Dropbox Backup,Integrations,
DocType: Communication,Integrations can use this field to set email delivery status,
DocType: DocShare,Internal record of document shares,
DocType: About Us Settings,Introduce your company to the website visitor.,
DocType: Contact Us Settings,Introduction,
DocType: Contact Us Settings,Introductory information for the Contact Us Page,
apps/frappe/frappe/public/js/frappe/form/control.js +438,Invalid Email: {0},
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +201,Invalid Filter: {0},
apps/frappe/frappe/website/doctype/website_settings/website_settings.py +23,Invalid Home Page,
apps/frappe/frappe/utils/verified_command.py +39,Invalid Link,
apps/frappe/frappe/templates/includes/login/login.js +125,Invalid Login,
apps/frappe/frappe/templates/pages/login.py +54,Invalid Login Token,
apps/frappe/frappe/email/receive.py +57,Invalid Mail Server. Please rectify and try again.,
apps/frappe/frappe/email/smtp.py +177,Invalid Outgoing Mail Server or Port,
apps/frappe/frappe/auth.py +74,Invalid Request,
apps/frappe/frappe/utils/oauth.py +203,Invalid Token,
apps/frappe/frappe/email/receive.py +91,Invalid User Name or Support Password. Please rectify and try again.,
apps/frappe/frappe/client.py +162,Invalid file path: {0},
apps/frappe/frappe/email/smtp.py +30,Invalid login or password,
apps/frappe/frappe/model/naming.py +90,Invalid naming series (. missing),
apps/frappe/frappe/email/smtp.py +33,Invalid recipient address,
DocType: Workflow State,Inverse,
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,Is,
DocType: Workflow,Is Active,
DocType: File,Is Attachments Folder,
DocType: DocType,Is Child Table,
DocType: Customize Form Field,Is Custom Field,
DocType: Letter Head,Is Default,
DocType: File,Is Folder,
DocType: File,Is Home Folder,
DocType: Custom Field,Is Mandatory Field,
DocType: File,Is Private,
DocType: DocType,Is Single,
DocType: Report,Is Standard,
DocType: DocType,Is Submittable,
apps/frappe/frappe/utils/file_manager.py +279,It is risky to delete this file: {0}. Please contact your System Manager.,
apps/frappe/frappe/utils/nestedset.py +181,Item cannot be added to its own descendents,
DocType: DocPerm,"JSON list of DocTypes used to apply User Permissions. If empty, all linked DocTypes will be used to apply User Permissions.",
apps/frappe/frappe/desk/page/activity/activity.js +203,Jan,
DocType: Website Theme,JavaScript,
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},
DocType: Report,Javascript,
apps/frappe/frappe/config/website.py +54,Javascript to append to the head section of the page.,
apps/frappe/frappe/desk/page/activity/activity.js +204,Jul,
apps/frappe/frappe/desk/page/activity/activity.js +203,Jun,
DocType: Communication,Keep a track of all communications,
DocType: DefaultValue,Key,
DocType: Communication,Label,
DocType: Custom Field,Label Help,
DocType: Customize Form Field,Label and Type,
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +19,Label is mandatory,
DocType: Website Settings,Landing Page,
DocType: System Settings,Language,
apps/frappe/frappe/config/setup.py +73,"Language, Date and Time settings",
DocType: User,Last Active,
DocType: User,Last IP,
DocType: User,Last Known Versions,
DocType: User,Last Login,
DocType: User,Last Name,
apps/frappe/frappe/public/js/frappe/model/model.js +22,Last Updated By,
apps/frappe/frappe/public/js/frappe/model/model.js +21,Last Updated On,
apps/frappe/frappe/core/page/data_import_tool/exporter.py +91,Leave blank for new records,
DocType: Event,Leave blank to repeat always,
apps/frappe/frappe/core/doctype/communication/email.py +131,Leave this conversation,
DocType: Web Page,Left,
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +38,Left this conversation,
DocType: DocField,Length,
apps/frappe/frappe/model/db_schema.py +110,Length of {0} should be between 1 and 255,
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +249,Let's prepare the system for first use.,
DocType: Print Settings,Letter,
DocType: Letter Head,Letter Head,
DocType: Letter Head,Letter Head Name,
DocType: Letter Head,Letter Head in HTML,
DocType: DocPerm,Level,
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +378,"Level 0 is for document level permissions, higher levels for field level permissions.",
DocType: Communication,Like,
apps/frappe/frappe/desk/like.py +89,Liked,
apps/frappe/frappe/public/js/frappe/model/model.js +24,Liked By,
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +107,Liked by {0},
apps/frappe/frappe/public/js/frappe/list/list_item_main_head.html +27,Likes,
DocType: DocField,Link,
DocType: Website Theme,Link Color,
DocType: Communication,Link DocType,
DocType: Communication,Link Name,
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)",
DocType: Website Theme,Link to Bootstrap CSS,
DocType: Top Bar Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,
DocType: Website Theme,Link to your Bootstrap theme,
DocType: Communication,Linked,
DocType: Website Settings,Linked In Share,
apps/frappe/frappe/public/js/frappe/form/linked_with.js +25,Linked With,
apps/frappe/frappe/public/js/frappe/form/toolbar.js +119,Links,
apps/frappe/frappe/public/js/frappe/list/doclistview.js +81,List,
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +93,List a document type,
apps/frappe/frappe/config/setup.py +116,List of backups available for download,
DocType: Patch Log,List of patches executed,
apps/frappe/frappe/config/website.py +79,List of themes for Website.,
apps/frappe/frappe/core/doctype/user/user.js +130,Loading,
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +204,Loading Report,
DocType: System Settings,Loading...,
DocType: Error Snapshot,Locals,
DocType: User,Location,
DocType: Scheduler Log,Log of Scheduler Errors,
apps/frappe/frappe/config/setup.py +84,Log of error during requests.,
apps/frappe/frappe/config/setup.py +79,Log of error on automated events (scheduler).,
apps/frappe/frappe/desk/page/activity/activity_row.html +16,Logged in,
apps/frappe/frappe/templates/generators/web_form.html +41,Login,
DocType: User,Login After,
DocType: User,Login Before,
DocType: Email Account,Login Id,
DocType: Email Account,Login Id is Different,
apps/frappe/frappe/email/doctype/email_account/email_account.py +44,Login Id is required,
DocType: Web Form,Login Required,
apps/frappe/frappe/auth.py +228,Login not allowed at this time,
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +44,Logout,
apps/frappe/frappe/config/core.py +42,Logs,
DocType: DocField,Long Text,
DocType: ToDo,Low,
DocType: Web Page,Main Section,
apps/frappe/frappe/print/doctype/print_format/print_format.js +18,Make Default,
apps/frappe/frappe/public/js/frappe/form/link_selector.js +104,Make a new,
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +91,Make a new record,
apps/frappe/frappe/public/js/frappe/list/doclistview.js +340,Make a new {0},
DocType: User,Male,
apps/frappe/frappe/config/setup.py +204,Manage cloud backups on Dropbox,
DocType: DocField,Mandatory,
apps/frappe/frappe/public/js/frappe/form/save.js +137,Mandatory fields required in {0},
apps/frappe/frappe/core/page/data_import_tool/exporter.py +229,Mandatory:,
apps/frappe/frappe/desk/page/activity/activity.js +203,Mar,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +181,Mark the field as Mandatory,
apps/frappe/frappe/public/js/frappe/form/control.js +1391,Markdown,
DocType: Communication,Marked As Spam,
DocType: DocType,Max Attachments,
apps/frappe/frappe/core/doctype/doctype/doctype.py +298,Max width for type Currency is 100px in row {0},
apps/frappe/frappe/public/js/legacy/form.js +141,Maximum Attachment Limit for this record reached.,
apps/frappe/frappe/model/rename_doc.py +339,Maximum {0} rows allowed,
apps/frappe/frappe/desk/page/activity/activity.js +203,May,
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +14,"Meaning of Submit, Cancel, Amend",
DocType: ToDo,Medium,
apps/frappe/frappe/public/js/frappe/ui/page.html +21,Menu,
DocType: Website Settings,"Menu items in the Top Bar. For setting the color of the Top Bar, go to selected Website Theme.",
apps/frappe/frappe/public/js/frappe/model/model.js +514,Merge with existing,
apps/frappe/frappe/utils/nestedset.py +218,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,
DocType: Communication,Message,
DocType: Email Alert,Message Examples,
apps/frappe/frappe/desk/page/messages/messages.js +49,Message from {0},
DocType: Web Form,Message to be displayed on successful completion,
,Messages,
DocType: Scheduler Log,Method,
DocType: User,Middle Name (Optional),
apps/frappe/frappe/public/js/frappe/ui/field_group.js +66,Missing Values Required,
apps/frappe/frappe/templates/pages/login.py +45,Missing parameters for login,
apps/frappe/frappe/config/core.py +12,Models (building blocks) of the Application,
DocType: Print Settings,Modern,
DocType: Block Module,Module,
DocType: Module Def,Module Def,
DocType: Module Def,Module Name,
apps/frappe/frappe/desk/moduleview.py +57,Module Not Found,
DocType: User,Modules Access,
DocType: User,Modules HTML,
,Modules Setup,
DocType: Event,Monday,
DocType: Print Settings,Monochrome,
DocType: Print Format,Monospace,
apps/frappe/frappe/public/js/frappe/ui/listing.js +57,More,
DocType: Communication,More Information,
DocType: About Us Settings,More content for the bottom of the page.,
apps/frappe/frappe/utils/nestedset.py +229,Multiple root nodes not allowed.,
apps/frappe/frappe/desk/query_report.py +70,Must have report permission to access this report.,
apps/frappe/frappe/desk/query_report.py +76,Must specify a Query to run,
DocType: User,Mute Sounds,
apps/frappe/frappe/templates/pages/list.py +17,My Account,
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +28,My Settings,
DocType: DocField,Name,
DocType: DocType,Name Case,
apps/frappe/frappe/public/js/frappe/form/save.js +78,Name is required,
apps/frappe/frappe/model/naming.py +49,Name not set via Prompt,
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +52,Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +111,Name of the new Print Format,
apps/frappe/frappe/model/naming.py +162,Name of {0} cannot be {1},
DocType: DocType,Naming,
apps/frappe/frappe/model/naming.py +62,Naming Series mandatory,
apps/frappe/frappe/utils/nestedset.py +77,Nested set error. Please contact the Administrator.,
apps/frappe/frappe/core/doctype/file/file_list.js +176,New,
apps/frappe/frappe/public/js/frappe/form/print.js +96,New Custom Print Format,
apps/frappe/frappe/public/js/frappe/form/footer/timeline.html +16,New Email,
apps/frappe/frappe/core/doctype/file/file_list.js +63,New Folder,
apps/frappe/frappe/public/js/frappe/model/model.js +513,New Name,
apps/frappe/frappe/templates/pages/update-password.html +16,New Password,
apps/frappe/frappe/website/doctype/web_form/web_form.py +183,New Subscribe,
apps/frappe/frappe/templates/includes/comments/comments.py +55,New comment on {0} {1},
apps/frappe/frappe/core/doctype/user/user.py +84,New password emailed,
DocType: Property Setter,New value to be set,
apps/frappe/frappe/public/js/frappe/form/toolbar.js +149,New {0},
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard_page.html +17,Next,
DocType: Workflow Transition,Next State,
apps/frappe/frappe/public/js/frappe/form/workflow.js +39,Next actions,
DocType: Page,No,
apps/frappe/frappe/desk/page/applications/applications.js +25,No Apps Installed,
DocType: DocField,No Copy,
apps/frappe/frappe/public/js/frappe/form/grid_body.html +6,No Data,
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +162,No Permissions set for this criteria.,
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +124,No Report Loaded. Please use query-report/[Report Name] to run a report.,
apps/frappe/frappe/public/js/frappe/form/link_selector.js +101,No Results,
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +199,No User Restrictions found.,
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +168,No comments yet,
apps/frappe/frappe/core/page/data_import_tool/importer.py +43,No data found,
apps/frappe/frappe/public/js/legacy/print_format.js +120,No document selected,
apps/frappe/frappe/utils/file_manager.py +93,No file attached,
apps/frappe/frappe/desk/form/utils.py +92,No further records,
apps/frappe/frappe/desk/page/applications/applications.js +147,No matching apps found,
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +364,No of Columns,
apps/frappe/frappe/__init__.py +440,No permission for {0},
apps/frappe/frappe/public/js/legacy/form.js +881,No permission to '{0}' {1},
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +357,No permission to edit,
apps/frappe/frappe/model/db_query.py +334,No permission to read {0},
apps/frappe/frappe/core/doctype/file/file.py +207,No permission to write / remove.,
